"year","qtr","date","response_id","identifier","interview_date","airport","country_of_residence","country_of_residence_group","au_state_of_origin","gender","first_nz_trip","purpose_of_visit_main","purpose_subtype","arrival_method","arrival_date","no_days_in_nz","no_days_in_nz_unknown","no_selection_itinerary","package_deal","pkg_included_airfare","country_package_started","trip_start_country","incl_stay_other_country","no_nights_other_country","single_or_others","no_people_over_15","no_people_under_15","currency","other_purchase","age_range","visited_ni","visited_si","travel_type","main_transport_type","sustainability_considered","treated_spend","population_weight","psu","vem_pop_weight"
2022,3,"2022-09-30","GEN24_1000426","Q3_2022_2_1","2022-07-11","Wellington","Australia","Australia","Victoria","Male","No","Visiting friends / relatives","To visit family","Wellington airport","2022-07-01",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,2,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",649.9739167,1052.4455531789717,"Wellington to all airports",288.82015139176127
2022,3,"2022-09-30","GEN24_1000430","Q3_2022_2_2","2022-07-11","Wellington","Australia","Australia","Victoria","Male","No","Visiting friends / relatives","To visit family","Wellington airport","2022-06-18",23,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",1950,2222.432898603419,"Wellington to all airports",288.82015139176127
2022,3,"2022-09-30","GEN24_1000442","Q3_2022_3_2","2022-07-11","Christchurch","Australia","Australia","Western Australia","Male","No","Visiting friends / relatives","To visit friends","Christchurch airport","2022-06-28",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49",NA,"Visited the South Island","Independent Traveller","Rental car","Not sure",947.10485,176.0825336170744,"Christchurch to Sydney, Melbourne",288.82015139176127
2022,3,"2022-09-30","GEN24_1000443","Q3_2022_3_8","2022-07-11","Christchurch","Australia","Australia",NA,"Female","No","Holiday / vacation","Just for the holiday","Auckland airport","2022-06-29",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24",NA,NA,"Independent Traveller",NA,NA,2729.89045,142.24043776049362,"Christchurch to Sydney, Melbourne",NA
2022,3,"2022-09-30","GEN24_1000446","Q3_2022_3_3","2022-07-11","Christchurch","Australia","Australia","Australian Capital Territory","Male","No","Visiting friends / relatives","To care for a family member or friend","Wellington airport","2022-06-12",29,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,0,"NZD - New Zealand dollar",NA,"55 - 59",NA,"Visited the South Island","Independent Traveller","Rental car","Sometimes",3732.70735,56.27188208340124,"Christchurch to Sydney, Melbourne",351.0778004422676
2022,3,"2022-09-30","GEN24_1000447","Q3_2022_3_4","2022-07-11","Christchurch","Australia","Australia","Victoria","Male","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-08",3,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller",NA,"Never",1727.07355,51.22824019843532,"Christchurch to Sydney, Melbourne",288.82015139176127
2022,3,"2022-09-30","GEN24_1000456","Q3_2022_3_9","2022-07-11","Christchurch","Australia","Australia","Western Australia","Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-01",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,1,"NZD - New Zealand dollar",NA,"40 - 44",NA,"Visited the South Island","Independent Traveller",NA,"Sometimes",2800,36.710473071332636,"Christchurch to Sydney, Melbourne",218.22192232203048
2022,3,"2022-09-30","GEN24_1000460","Q3_2022_3_5","2022-07-11","Christchurch","Australia","Australia","Queensland","Male","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-17",24,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"70 - 74","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Never",2294.222219,80.37498212416281,"Christchurch to other Australia",303.7801972240088
2022,3,"2022-09-30","GEN24_1000468","Q3_2022_3_10","2022-07-11","Christchurch","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","To visit family","Wellington airport","2022-06-24",17,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"55 - 59","Visited the North Island",NA,"Independent Traveller",NA,"Sometimes",1559.9374,37.922289631216366,"Christchurch to other Australia",236.1532204656224
2022,3,"2022-09-30","GEN24_1000472","Q3_2022_3_6","2022-07-11","Christchurch","Australia","Australia","Queensland","Male","No","Holiday / vacation","Just for the holiday","Auckland airport","2022-07-03",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,3,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller","Taxi / shuttle service","Not sure",4590.67292,115.21543959474842,"Christchurch to other Australia",288.82015139176127
2022,3,"2022-09-30","GEN24_1000474","Q3_2022_3_11","2022-07-11","Christchurch","Australia","Australia","Queensland","Female","No","Holiday / vacation","Just for the holiday","Auckland airport","2022-06-21",20,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24",NA,"Visited the South Island","Independent Traveller","Rental car","Always",2456.901405,40.59113895014976,"Christchurch to other Australia",209.0170042264651
2022,3,"2022-09-30","GEN24_1000476","Q3_2022_3_12","2022-07-11","Christchurch","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-06-28",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69",NA,"Visited the South Island","Independent Traveller","Rental car","Sometimes",1066,86.02246605505474,"Christchurch to other Australia",204.33838823690786
2022,3,"2022-09-30","GEN24_1000481","Q3_2022_3_13","2022-07-11","Christchurch","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2022-06-27",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller",NA,"Always",1504.22535,47.176512581227115,"Christchurch to other Australia",194.27548196044106
2022,3,"2022-09-30","GEN24_1000484","Q3_2022_1_2","2022-07-11","Auckland","United States of America","USA",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-21",20,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,0,"NZD - New Zealand dollar",NA,"55 - 59","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",3606.56406,115.71804711904674,"Auckland to USA",133.23166573876708
2022,3,"2022-09-30","GEN24_1000485","Q3_2022_1_1","2022-07-11","Auckland","United States of America","USA",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-28",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,2,"NZD - New Zealand dollar","No","45 - 49","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",4299.026533,428.65410820562687,"Auckland to USA",235.4910472864299
2022,3,"2022-09-30","GEN24_1000488","Q3_2022_1_3","2022-07-11","Auckland","China, People's Republic of","China",NA,"Female","No","Other","For some other reason","Auckland airport",NA,60,NA,NA,"Not sure",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Most of the time",5478.554,242.55767026110112,"Auckland to Shanghai, Hong Kong",986.882984259131
2022,3,"2022-09-30","GEN24_1000497","Q3_2022_2_3","2022-07-11","Wellington","Australia","Australia","New South Wales","Male","Yes","Visiting friends / relatives","To visit family","Wellington airport","2022-07-01",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"20 - 24","Visited the North Island",NA,"Independent Traveller","App-based services such as Uber, Ola, etc","Always",779.9687,6268.457418832913,"Wellington to all airports",310.7356738738267
2022,3,"2022-09-30","GEN24_1000498","Q3_2022_2_5","2022-07-12","Wellington","Australia","Australia","None of these for 12 months or more","Male","Yes","Business",NA,"Wellington airport","2022-06-22",20,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island",NA,"Independent Traveller","Taxi / shuttle service","Most of the time",4286.801813,2300.9850230178645,"Wellington to all airports",324.4201893416676
2022,3,"2022-09-30","GEN24_1000502","Q3_2022_2_6","2022-07-12","Wellington","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","To visit family","Wellington airport","2022-07-04",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",4,0,"NZD - New Zealand dollar",NA,"55 - 59","Visited the North Island",NA,"Independent Traveller","Local bus service (within town/city & suburbs)","Most of the time",835.68075,1449.1464622980109,"Wellington to all airports",236.1532204656224
2022,3,"2022-09-30","GEN24_1000508","Q3_2022_3_14","2022-07-12","Christchurch","Singapore","Rest of Asia",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-05",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",4993.879747,69.86719116452778,"Christchurch to Singapore, Dubai",332.72027639712337
2022,3,"2022-09-30","GEN24_1000510","Q3_2022_3_15","2022-07-12","Christchurch","Spain","Rest of Europe",NA,"Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-05-04",69,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64",NA,"Visited the South Island","Independent Traveller","Bicycle","Rarely",6522.096467,69.57650653654083,"Christchurch to Singapore, Dubai",352.5927652863468
2022,3,"2022-09-30","GEN24_1000511","Q3_2022_1_5","2022-07-12","Auckland","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-07-05",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Rarely",2729.89045,228.40285033319657,"Auckland to Sydney, Melbourne",194.27548196044106
2022,3,"2022-09-30","GEN24_1000512","Q3_2022_1_6","2022-07-12","Auckland","Australia","Australia","New South Wales","Female","No","Holiday / vacation","For some other reason (please specify)","Auckland airport","2022-07-04",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,1,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island",NA,"Independent Traveller",NA,NA,549.6922267,273.81325597795114,"Auckland to Sydney, Melbourne",218.22192232203048
2022,3,"2022-09-30","GEN24_1000514","Q3_2022_1_4","2022-07-12","Auckland","England","UK",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2022-05-18",55,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"70 - 74",NA,NA,"Independent Traveller",NA,NA,19662.20258,718.0111436003494,"Auckland to Singapore, Doha, Dubai",NA
2022,3,"2022-09-30","GEN24_1000518","Q3_2022_1_7","2022-07-12","Auckland","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2022-06-30",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,2,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island",NA,"Independent Traveller","Rental car","Most of the time",1362.159623,242.725177012644,"Auckland to Sydney, Melbourne",218.22192232203048
2022,3,"2022-09-30","GEN24_1000521","Q3_2022_1_8","2022-07-12","Auckland","Australia","Australia","Victoria","Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-07-06",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,3,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island",NA,"Independent Traveller",NA,"Not sure",2244.399729,207.1219830335709,"Auckland to Sydney, Melbourne",194.27548196044106
2022,3,"2022-09-30","GEN24_1000522","Q3_2022_1_9","2022-07-12","Auckland","United States of America","USA",NA,"Female","No","Visiting friends / relatives","To visit friends","Auckland airport","2022-06-18",24,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Most of the time",2559.041387,100.47326822083488,"Auckland to USA",152.23805333936758
2022,3,"2022-09-30","GEN24_1000523","Q3_2022_1_10","2022-07-12","Auckland","United States of America","USA",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-25",17,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"30 - 34","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Most of the time",692.7341333,211.26761475290508,"Auckland to USA",186.6614799494848
2022,3,"2022-09-30","GEN24_1000524","Q3_2022_1_11","2022-07-12","Auckland","United States of America","USA",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-23",19,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69",NA,NA,"Independent Traveller",NA,"Most of the time",749.7828267,140.7813334526191,"Auckland to USA",297.5508106862293
2022,3,"2022-09-30","GEN24_1000528","Q3_2022_2_9","2022-07-13","Wellington","Australia","Australia","Victoria","Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-06-20",23,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,1,"NZD - New Zealand dollar",NA,"Under 20",NA,"Visited the South Island","Independent Traveller","Plane (within New Zealand)","Most of the time",4100.40688,2627.8007689038136,"Wellington to all airports",209.0170042264651
2022,3,"2022-09-30","GEN24_1000530","Q3_2022_2_7","2022-07-13","Wellington","Australia","Australia","New South Wales","Male","No","Business",NA,"Wellington airport","2022-07-11",2,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54","Visited the North Island",NA,"Independent Traveller",NA,"Most of the time",597.233176,1476.7064824824615,"Wellington to all airports",288.82015139176127
2022,3,"2022-09-30","GEN24_1000534","Q3_2022_2_8","2022-07-13","Wellington","Australia","Australia","New South Wales","Male","No","Visiting friends / relatives","To visit family","Wellington airport","2022-07-09",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island",NA,"Independent Traveller","Taxi / shuttle service","Most of the time",612.83255,1813.8669236549026,"Wellington to all airports",288.82015139176127
2022,3,"2022-09-30","GEN24_1000535","Q3_2022_2_10","2022-07-13","Wellington","Australia","Australia","Victoria","Female","No","Holiday / vacation","For some other reason (please specify)","Queenstown airport","2022-07-03",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,2,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Sometimes",5351.699523,830.0661127564617,"Wellington to all airports",194.27548196044106
2022,3,"2022-09-30","GEN24_1000536","Q3_2022_1_14","2022-07-13","Auckland","England","UK",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-15",28,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69","Visited the North Island",NA,"Independent Traveller",NA,"Most of the time",4028.3537,274.66164778272184,"Auckland to Singapore, Doha, Dubai",276.0162110731967
2022,3,"2022-09-30","GEN24_1000538","Q3_2022_1_12","2022-07-13","Auckland","Australia","Australia","New South Wales","Male","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-12",31,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,1,"NZD - New Zealand dollar",NA,"40 - 44","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",842.366196,184.75432245086057,"Auckland to Sydney, Melbourne",324.4201893416676
2022,3,"2022-09-30","GEN24_1000539","Q3_2022_1_13","2022-07-13","Auckland","Australia","Australia","Victoria","Male","No","Business",NA,"Auckland airport","2022-07-11",2,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","Visited the North Island",NA,"Independent Traveller",NA,"Never",1392.80125,130.37111487421808,"Auckland to Sydney, Melbourne",310.7356738738267
2022,3,"2022-09-30","GEN24_1000540","Q3_2022_1_15","2022-07-13","Auckland","Canada","Canada",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-06-10",33,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","Visited the North Island","Visited the South Island","Independent Traveller","Car or van owned by you / family / friend(s) / company","Always",1461.5172,10.374698284384799,"Auckland to Canada",106.23607484640092
2022,3,"2022-09-30","GEN24_1000542","Q3_2022_1_16","2022-07-13","Auckland","Canada","Canada",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2022-05-20",54,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",2654.465,172.3674834690151,"Auckland to Canada",139.74921299553853
2022,3,"2022-09-30","GEN24_1000543","Q3_2022_2_11","2022-07-14","Wellington","Australia","Australia","Victoria","Male","No","Business",NA,"Auckland airport","2022-07-12",2,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Not sure",228.419405,1221.3681267640386,"Wellington to all airports",324.4201893416676
2022,3,"2022-09-30","GEN24_1000549","Q3_2022_2_12","2022-07-14","Wellington","Australia","Australia","New South Wales","Male","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Wellington airport","2022-07-05",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","Visited the North Island",NA,"Independent Traveller",NA,NA,2339.9061,1482.2963633676582,"Wellington to all airports",351.0778004422676
2022,3,"2022-09-30","GEN24_1000558","Q3_2022_4_3","2022-07-14","Queenstown","Australia","Australia","Western Australia","Female","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-04",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"30 - 34",NA,"Visited the South Island","Independent Traveller","Other bus service","Sometimes",3203.442875,125.8835717264901,"Queenstown to all airports",209.0170042264651
2022,3,"2022-09-30","GEN24_1000566","Q3_2022_4_2","2022-07-14","Queenstown","Australia","Australia","Queensland","Male","Yes","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-09",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"45 - 49",NA,"Visited the South Island","Independent Traveller","Rental car","Rarely",2700,324.803563968049,"Queenstown to all airports",288.82015139176127
2022,3,"2022-09-30","GEN24_1000571","Q3_2022_3_18","2022-07-14","Christchurch","Australia","Australia","New South Wales","Female","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-06-30",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29",NA,"Visited the South Island","Independent Traveller","Rental campervan / motor-home","Sometimes",2401.189355,56.838892616025646,"Christchurch to other Australia",209.0170042264651
2022,3,"2022-09-30","GEN24_1000574","Q3_2022_3_16","2022-07-14","Christchurch","Australia","Australia","Queensland","Male","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-02",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"55 - 59",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",3231.2989,78.152910874076,"Christchurch to other Australia",351.0778004422676
2022,3,"2022-09-30","GEN24_1000575","Q3_2022_3_17","2022-07-14","Christchurch","Australia","Australia",NA,"Male","No","Visiting friends / relatives","To visit family","Christchurch airport",NA,15,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49",NA,NA,"Independent Traveller",NA,NA,4289.82785,60.57060173451227,"Christchurch to other Australia",NA
2022,3,"2022-09-30","GEN24_1000576","Q3_2022_3_19","2022-07-14","Christchurch","United Arab Emirates","Africa and Middle East",NA,"Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-04",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39",NA,"Visited the South Island","Independent Traveller",NA,"Sometimes",1760,56.30503241883355,"Christchurch to other Australia",332.72027639712337
2022,3,"2022-09-30","GEN24_1000581","Q3_2022_3_22","2022-07-15","Christchurch","Australia","Australia","Queensland","Female","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-05",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39",NA,"Visited the South Island","Independent Traveller","Rental car","Rarely",1739.330201,36.710473071332636,"Christchurch to other Australia",218.22192232203048
2022,3,"2022-09-30","GEN24_1000582","Q3_2022_3_21","2022-07-15","Christchurch","Australia","Australia","New South Wales","Male","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Christchurch airport","2022-07-10",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69",NA,NA,"Independent Traveller",NA,"Most of the time",111.4241,97.93224459282737,"Christchurch to Sydney, Melbourne",303.7801972240088
2022,3,"2022-09-30","GEN24_1000589","Q3_2022_2_13","2022-07-15","Wellington","Australia","Australia","Victoria","Male","No","Visiting friends / relatives","To visit family","Wellington airport","2022-06-22",23,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,3,"NZD - New Zealand dollar",NA,"35 - 39","Visited the North Island",NA,"Independent Traveller","Rental car","Never",1545.428571,1838.1504641754545,"Wellington to all airports",324.4201893416676
2022,3,"2022-09-30","GEN24_1000590","Q3_2022_3_23","2022-07-15","Christchurch","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-07-09",6,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller",NA,"Rarely",891.3928,58.74307934651717,"Christchurch to other Australia",194.27548196044106
2022,3,"2022-09-30","GEN24_1000609","Q3_2022_3_24","2022-07-16","Christchurch","Ireland","Rest of Europe",NA,"Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-06-30",16,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,3,"NZD - New Zealand dollar",NA,"40 - 44",NA,"Visited the South Island","Independent Traveller","Rental car","Most of the time",2346.895714,117.42273970301274,"Christchurch to Singapore, Dubai",332.72027639712337
2022,3,"2022-09-30","GEN24_1000611","Q3_2022_3_25","2022-07-16","Christchurch","Singapore","Rest of Asia",NA,"Female","No","Holiday / vacation","For your honeymoon","Christchurch airport","2022-07-05",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29",NA,NA,"Independent Traveller",NA,"Most of the time",2939.154926,88.32165764448528,"Christchurch to Singapore, Dubai",311.27738444428496
2022,3,"2022-09-30","GEN24_1000612","Q3_2022_3_26","2022-07-16","Christchurch","Cambodia","Rest of Asia",NA,"Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2022-06-25",21,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller",NA,"Most of the time",12760,80.56558626122025,"Christchurch to Singapore, Dubai",323.5913432915216
2022,3,"2022-09-30","GEN24_1000614","Q3_2022_4_4","2022-07-17","Queenstown","England","UK",NA,"Male","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-07",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24",NA,"Visited the South Island","Independent Traveller",NA,NA,2628.494519,268.0488148209834,"Queenstown to all airports",306.004100775051
2022,3,"2022-09-30","GEN24_1000615","Q3_2022_4_9","2022-07-17","Queenstown","Australia","Australia","New South Wales","Female","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-07",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29",NA,"Visited the South Island","Independent Traveller","Rental car","Sometimes",3788.4194,125.8835717264901,"Queenstown to all airports",209.0170042264651
2022,3,"2022-09-30","GEN24_1000616","Q3_2022_4_5","2022-07-17","Queenstown","Australia","Australia","New South Wales","Male","No","Holiday / vacation","Just for the holiday","Queenstown airport","2022-07-09",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",3,1,"NZD - New Zealand dollar",NA,"50 - 54",NA,"Visited the South Island","Independent Traveller",NA,"Sometimes",3692.913029,442.7405947072636,"Queenstown to all airports",288.82015139176127
2022,3,"2022-09-30","GEN24_1000621","Q3_2022_4_10","2022-07-17","Queenstown","Australia","Australia","Queensland","Female","No","Holiday / vacation","Just for the holiday","Auckland airport","2022-07-03",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","Visited the North Island","Visited the South Island","Independent Traveller","Rental car","Always",8395.805935,179.73021155198413,"Queenstown to all airports",194.27548196044106
2022,3,"2022-09-30","GEN24_1000622","Q3_2022_4_11","2022-07-17","Queenstown","Australia","Australia","New South Wales","Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2022-07-11",6,"Don't recall",NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29",NA,"Visited the South Island","Independent Traveller","Rental car","Always",2351.04851,196.29709652668788,"Queenstown to all airports",209.0170042264651
