"year","qtr","date","response_id","identifier","interview_date","airport","country_of_residence","country_of_residence_group","au_state_of_origin","gender","first_nz_trip","purpose_of_visit_main","purpose_subtype","arrival_method","arrival_date","no_days_in_nz","no_days_in_nz_unknown","no_selection_itinerary","package_deal","pkg_included_airfare","country_package_started","trip_start_country","incl_stay_other_country","no_nights_other_country","single_or_others","no_people_over_15","no_people_under_15","currency","other_purchase","age_range","visited_ni","visited_si","travel_type","main_transport_type","sustainability_considered","treated_spend","population_weight","psu","vem_pop_weight"
2023,4,"2023-12-31","GEN24_1037989","Q4_2023_3_16","2023-10-03","Christchurch","Portugal","Rest of Europe",NA,"Male","Yes","Holiday / vacation","For your honeymoon","Auckland airport","2023-09-05",28,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39","1",NA,"Independent Traveller",NA,NA,4102.3766,29.861826151734412,"13",305.42790291565206
2023,4,"2023-12-31","GEN24_1037994","Q4_2023_1_39","2023-10-03","Auckland","Australia","Australia",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2023-09-10",23,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,0,"NZD - New Zealand dollar",NA,"60 - 64",NA,NA,"Independent Traveller",NA,NA,1500,634.1354875446069,"2",NA
2023,4,"2023-12-31","GEN24_1037997","Q4_2023_1_40","2023-10-03","Auckland","England","UK",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2023-09-26",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64","1",NA,"Independent Traveller",NA,"Never",307.470825,244.5834945673864,"1",118.79389576645636
2023,4,"2023-12-31","GEN24_1038000","Q4_2023_1_41","2023-10-03","Auckland","United States of America","USA",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-30",3,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54","1",NA,"Independent Traveller","App-based services such as Uber, Ola, etc","Never",1176.830917,220.95562585371724,"1",284.6344375735459
2023,4,"2023-12-31","GEN24_1038002","Q4_2023_1_42","2023-10-03","Auckland","England","UK",NA,"Female","No","Holiday / vacation","Just for the holiday","Christchurch airport","2023-09-15",18,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"75 or older","1","1","Independent Traveller","Scenic trains","Not sure",2197.607265,98.98918987313347,"1",78.17103798748543
2023,4,"2023-12-31","GEN24_1038008","Q4_2023_1_43","2023-10-03","Auckland","Korea, Republic of","Korea, Republic of",NA,"Female","No","Visiting friends / relatives","To visit family","Auckland airport","2023-09-26",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44","1",NA,"Independent Traveller",NA,"Not sure",950,559.6276805108681,"1",1173.052542895168
2023,4,"2023-12-31","GEN24_1038013","Q4_2023_3_17","2023-10-03","Christchurch","Germany","Germany",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-09-12",21,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",4,0,"NZD - New Zealand dollar","No","65 - 69","1",NA,"Independent Traveller",NA,NA,4318.643193,35.52000890174392,"12",236.6389972351618
2023,4,"2023-12-31","GEN24_1038019","Q4_2023_1_44","2023-10-03","Auckland","Germany","Germany",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-02",31,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24","1","1","Independent Traveller","Rental campervan / motor-home","Not sure",6751.08497,43.36036226379619,"5",86.12142182753698
2023,4,"2023-12-31","GEN24_1038020","Q4_2023_1_45","2023-10-03","Auckland","England","UK",NA,"Male","Yes","Other","To watch a sporting event","Auckland airport","2023-09-18",15,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","1","1","Independent Traveller","Rental car","Never",4793.05698,151.73349572201283,"5",118.79389576645636
2023,4,"2023-12-31","GEN24_1038021","Q4_2023_1_46","2023-10-03","Auckland","England","UK",NA,"Female","Yes","Visiting friends / relatives","To visit family","Auckland airport","2023-09-22",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64","1",NA,"Independent Traveller",NA,"Always",1999,184.62646368305676,"5",102.90584726680612
2023,4,"2023-12-31","GEN24_1038024","Q4_2023_3_18","2023-10-03","Christchurch","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2023-09-28",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44",NA,"1","Independent Traveller",NA,"Never",700,406.2253144980619,"11",666.2300775238715
2023,4,"2023-12-31","GEN24_1038030","Q4_2023_3_19","2023-10-03","Christchurch","Hong Kong (Special Administrative Region)","Rest of Asia",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-09-20",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"50 - 54",NA,"1","Independent Traveller","Taxi / shuttle service","Sometimes",8100,39.32194183600842,"11",482.2888655087591
2023,4,"2023-12-31","GEN24_1038039","Q4_2023_3_20","2023-10-03","Christchurch","England","UK",NA,"Male","No","Holiday / vacation","Just for the holiday","Christchurch airport","2023-09-26",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"70 - 74",NA,NA,"Independent Traveller",NA,NA,2489.09826,44.30153723885894,"11",NA
2023,4,"2023-12-31","GEN24_1038044","Q4_2023_3_21","2023-10-03","Christchurch","Australia","Australia","Rather not say","Female","Yes","Holiday / vacation","To go sightseeing","Christchurch airport","2023-09-26",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"55 - 59","1","1","Independent Traveller","Bus service between towns / cities","Sometimes",2932.33425,180.97757980999023,"13",412.6495162676579
2023,4,"2023-12-31","GEN24_1038050","Q4_2023_3_22","2023-10-03","Christchurch","Australia","Australia","New South Wales","Male","Yes","Holiday / vacation","To go sightseeing","Christchurch airport","2023-09-23",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39",NA,"1","Independent Traveller","Rental car","Always",12245.9696,135.11934569579614,"13",845.1982247999042
2023,4,"2023-12-31","GEN24_1038058","Q4_2023_3_23","2023-10-03","Christchurch","Australia","Australia","Queensland","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2023-09-29",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49",NA,"1","Independent Traveller","Local bus service (within town/city & suburbs)","Rarely",1998.02094,204.29068833417207,"13",513.4387609063087
2023,4,"2023-12-31","GEN24_1038059","Q4_2023_3_24","2023-10-03","Christchurch","Australia","Australia",NA,"Male","No","Holiday / vacation","To go sightseeing","Christchurch airport","2023-09-22",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,2,"NZD - New Zealand dollar",NA,"65 - 69",NA,"1","Independent Traveller",NA,NA,2661.151,96.26167599662558,"13",619.1754592996729
2023,4,"2023-12-31","GEN24_1038067","Q4_2023_3_25","2023-10-03","Christchurch","Australia","Australia","New South Wales","Female","Yes","Holiday / vacation","To go sightseeing","Queenstown airport","2023-09-25",8,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"1","Independent Traveller","Rental car","Most of the time",5700,143.9203239967152,"13",513.4387609063087
2023,4,"2023-12-31","GEN24_1038068","Q4_2023_1_47","2023-10-03","Auckland","England","UK",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-16",17,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","1",NA,"Tour Group","Local bus service (within town/city & suburbs)","Always",3034.23135,219.60570879097804,"9",237.2012136369315
2023,4,"2023-12-31","GEN24_1038075","Q4_2023_1_48","2023-10-03","Auckland","United States of America","USA",NA,"Female","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2023-09-16",17,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",5,1,"NZD - New Zealand dollar",NA,"35 - 39","1",NA,"Independent Traveller","Rental car","Sometimes",1205.460606,92.16996733414128,"9",181.279098538709
2023,4,"2023-12-31","GEN24_1038078","Q4_2023_1_49","2023-10-03","Auckland","United States of America","USA",NA,"Male","No","Holiday / vacation","For your honeymoon","Auckland airport","2023-09-24",9,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29","1","1","Independent Traveller","Rental car","Most of the time",6298.531667,411.8282078476682,"9",320.53649402653895
2023,4,"2023-12-31","GEN24_1038079","Q4_2023_1_50","2023-10-03","Auckland","United States of America","USA",NA,"Male","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-09-20",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"35 - 39","1","1","Independent Traveller","App-based services such as Uber, Ola, etc",NA,2725,201.95131690204917,"9",246.31657022116
2023,4,"2023-12-31","GEN24_1038082","Q4_2023_1_51","2023-10-03","Auckland","Canada","Canada",NA,"Male","Yes","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2023-08-24",40,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","1","1","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",3348.343167,36.78320433430402,"9",97.30458489157235
2023,4,"2023-12-31","GEN24_1038083","Q4_2023_1_52","2023-10-04","Auckland","China, People's Republic of","China",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-30",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1",NA,"Independent Traveller","Rental car","Rarely",2207.8752,1192.5350437474222,"10",482.4187602235072
2023,4,"2023-12-31","GEN24_1038100","Q4_2023_1_53","2023-10-04","Auckland","French Polynesia","Rest of Oceania",NA,"Male","No","Holiday / vacation","To go sightseeing","Auckland airport",NA,2,NA,NA,"Yes","Yes",NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","1",NA,"Package",NA,NA,1480,3515.637495458206,"10",422.5989324609439
2023,4,"2023-12-31","GEN24_1038102","Q4_2023_3_26","2023-10-04","Christchurch","Singapore","Rest of Asia",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2023-09-24",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44",NA,"1","Independent Traveller",NA,"Rarely",8304.589975,51.59446804927218,"13",305.42790291565206
2023,4,"2023-12-31","GEN24_1038105","Q4_2023_3_27","2023-10-04","Christchurch","Singapore","Rest of Asia",NA,"Female","No","Holiday / vacation","To go sightseeing","Christchurch airport","2023-09-23",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44",NA,"1","Independent Traveller","Rental car","Rarely",4050,73.71470584665686,"13",348.5680286367584
2023,4,"2023-12-31","GEN24_1038107","Q4_2023_3_28","2023-10-04","Christchurch","Philippines","Rest of Asia",NA,"Female","Yes","Visiting friends / relatives","To visit family","Christchurch airport","2023-08-05",60,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24","1",NA,"Independent Traveller","Car or van owned by you / family / friend(s) / company","Most of the time",960,205.29785234496674,"13",349.6047418905223
2023,4,"2023-12-31","GEN24_1038111","Q4_2023_3_29","2023-10-04","Christchurch","Japan","Japan",NA,"Male","Yes","Holiday / vacation","For a working holiday","Auckland airport","2023-03-07",211,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29",NA,NA,"Independent Traveller",NA,NA,7010.208333,29.87594952622978,"13",NA
2023,4,"2023-12-31","GEN24_1038112","Q4_2023_3_30","2023-10-04","Christchurch","Malaysia","Rest of Asia",NA,"Male","No","Holiday / vacation","Just for the holiday","Christchurch airport","2023-09-24",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59",NA,"1","Independent Traveller",NA,"Always",3100,139.8694410509765,"13",606.3540715152857
2023,4,"2023-12-31","GEN24_1038114","Q4_2023_3_31","2023-10-04","Christchurch","Korea, Republic of","Korea, Republic of",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Christchurch airport","2023-09-21",13,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34",NA,"1","Independent Traveller","Rental campervan / motor-home","Most of the time",2648.753333,5.227958957472304,"13",218.42970567211364
2023,4,"2023-12-31","GEN24_1038115","Q4_2023_2_15","2023-10-04","Wellington","Australia","Australia","Queensland","Male","No","Visiting friends / relatives","To visit family","Wellington airport","2023-09-27",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59","1",NA,"Independent Traveller","Rental car","Never",1294.614,91.42799951281287,"15",523.4987887520982
2023,4,"2023-12-31","GEN24_1038117","Q4_2023_2_16","2023-10-04","Wellington","Australia","Australia",NA,"Female","No","Visiting friends / relatives","For some other reason","Wellington airport","2023-08-18",47,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"65 - 69",NA,NA,"Tour Group",NA,NA,839.34141,203.47736016786138,"15",NA
2023,4,"2023-12-31","GEN24_1038119","Q4_2023_2_17","2023-10-04","Wellington","Australia","Australia","New South Wales","Male","No","Holiday / vacation","To go sightseeing","Wellington airport","2023-09-27",7,NA,NA,"Yes","Yes",NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","1","1","Tour Group","Bicycle","Always",1726.152,89.4229880275508,"15",523.4987887520982
2023,4,"2023-12-31","GEN24_1038122","Q4_2023_1_54","2023-10-04","Auckland","Vanuatu","Rest of Oceania",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2023-09-16",18,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar","Yes","70 - 74",NA,NA,"Independent Traveller",NA,NA,38.004057223258016,6609.820591635903,"10",669.4878402567399
2023,4,"2023-12-31","GEN24_1038123","Q4_2023_1_55","2023-10-04","Auckland","Japan","Japan",NA,"Female","Yes","Visiting friends / relatives","To visit family","Wellington airport","2023-09-07",27,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","1","1","Independent Traveller","Taxi / shuttle service","Always",8412.25,30.926536558601796,"10",78.33508945726173
2023,4,"2023-12-31","GEN24_1038124","Q4_2023_2_18","2023-10-04","Wellington","Australia","Australia","Victoria","Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-24",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,1,"NZD - New Zealand dollar",NA,"45 - 49","1",NA,"Tour Group",NA,"Always",2934.4584,44.55237521412997,"15",513.4387609063087
2023,4,"2023-12-31","GEN24_1038129","Q4_2023_2_19","2023-10-04","Wellington","Australia","Australia","New South Wales","Male","Yes","Business",NA,"Wellington airport","2023-10-02",2,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69","1",NA,"Independent Traveller",NA,"Never",755.1915,650.1284923218916,"15",619.1754592996729
2023,4,"2023-12-31","GEN24_1038138","Q4_2023_1_56","2023-10-04","Auckland","China, People's Republic of","China",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-23",11,NA,NA,"Not sure",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"25 - 29","1","1","Independent Traveller","Rental car","Sometimes",3967.27575,729.3986116684512,"3",482.4187602235072
2023,4,"2023-12-31","GEN24_1038147","Q4_2023_1_57","2023-10-04","Auckland","Hong Kong (Special Administrative Region)","Rest of Asia",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Some other airport","2023-09-22",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","1",NA,"Independent Traveller","Rental car","Never",4804.38965,168.9647280515344,"3",229.5312083720826
2023,4,"2023-12-31","GEN24_1038150","Q4_2023_1_58","2023-10-04","Auckland","China, People's Republic of","China",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-23",11,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"30 - 34","1","1","Independent Traveller","Rental car","Always",5347.19775,729.3986116684512,"3",482.4187602235072
2023,4,"2023-12-31","GEN24_1038163","Q4_2023_1_59","2023-10-04","Auckland","Northern Ireland","UK",NA,"Female","Yes","Holiday / vacation","For a working holiday","Auckland airport","2023-05-15",142,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","1",NA,"Independent Traveller","Local bus service (within town/city & suburbs)","Always",19336.7964,323.51051680415816,"9",185.614241032635
2023,4,"2023-12-31","GEN24_1038166","Q4_2023_1_60","2023-10-04","Auckland","United States of America","USA",NA,"Female","Yes","Holiday / vacation","For some other reason (please specify)","Auckland airport","2023-10-03",1,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39","1",NA,"Independent Traveller",NA,"Always",858.5893167,499.8868448827706,"9",181.279098538709
2023,4,"2023-12-31","GEN24_1038167","Q4_2023_1_61","2023-10-04","Auckland","United States of America","USA",NA,"Male","No","Other","For some other reason","Auckland airport","2023-09-22",12,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"40 - 44","1",NA,"Independent Traveller",NA,"Always",2403.387083,617.3345799990225,"9",246.31657022116
2023,4,"2023-12-31","GEN24_1038168","Q4_2023_1_62","2023-10-04","Auckland","United States of America","USA",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-09-16",18,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1","1","Independent Traveller","Rental car","Sometimes",5685.253583,69.73029403186003,"9",235.90198025945696
2023,4,"2023-12-31","GEN24_1038178","Q4_2023_1_63","2023-10-04","Auckland","France","Rest of Europe",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-08",26,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1","1","Independent Traveller","Campervan / motor-home owned by you / family / friend(s)","Most of the time",3281.90128,40.543553686965076,"5",201.12353935890482
2023,4,"2023-12-31","GEN24_1038191","Q4_2023_1_65","2023-10-05","Auckland","Germany","Germany",NA,"Female","Yes","Education","Some other educational purpose","Christchurch airport","2023-08-04",62,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24",NA,"1","Tour Group","Local bus service (within town/city & suburbs)","Sometimes",3495.93832,10.447978793278871,"5",86.12142182753698
2023,4,"2023-12-31","GEN24_1038193","Q4_2023_1_66","2023-10-05","Auckland","China, People's Republic of","China",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-09-28",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29","1","1","Independent Traveller","Rental car","Never",7200,284.8831388401317,"5",170.4709918211917
2023,4,"2023-12-31","GEN24_1038197","Q4_2023_1_67","2023-10-05","Auckland","Switzerland","Rest of Europe",NA,"Male","Yes","Visiting friends / relatives","To visit family","Auckland airport","2023-09-06",29,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"65 - 69",NA,NA,"Independent Traveller",NA,NA,14360,432.2069766098829,"5",NA
2023,4,"2023-12-31","GEN24_1038200","Q4_2023_1_68","2023-10-05","Auckland","Scotland","UK",NA,"Male","No","Visiting friends / relatives","For a wedding, funeral, other family occasion","Auckland airport","2023-09-28",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59",NA,"1","Independent Traveller",NA,"Most of the time",1851.3954,244.5834945673864,"5",118.79389576645636
2023,4,"2023-12-31","GEN24_1038217","Q4_2023_3_35","2023-10-05","Christchurch","France","Rest of Europe",NA,"Male","No","Business",NA,"Christchurch airport","2023-09-30",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"35 - 39",NA,NA,"Independent Traveller",NA,NA,3224.824736,120.03384941067367,"13",NA
2023,4,"2023-12-31","GEN24_1038218","Q4_2023_3_36","2023-10-05","Christchurch","Germany","Germany",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-09-06",29,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24","1","1","Independent Traveller","Rental campervan / motor-home","Most of the time",8499.05413,19.970631327064734,"13",86.12142182753698
2023,4,"2023-12-31","GEN24_1038219","Q4_2023_3_37","2023-10-05","Christchurch","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","To visit family","Christchurch airport","2023-10-01",4,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"50 - 54",NA,"1","Independent Traveller",NA,"Never",1165.1526,204.29068833417207,"13",513.4387609063087
2023,4,"2023-12-31","GEN24_1038233","Q4_2023_1_71","2023-10-06","Auckland","Australia","Australia","Queensland","Female","No","Holiday / vacation","For some special event or occasion (non-sport-related)","Auckland airport","2023-10-01",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"45 - 49","1",NA,"Independent Traveller",NA,"Most of the time",312.86505,872.030329478769,"2",513.4387609063087
2023,4,"2023-12-31","GEN24_1038238","Q4_2023_1_72","2023-10-06","Auckland","Australia","Australia","Western Australia","Male","No","Visiting friends / relatives","To visit family","Auckland airport","2023-09-22",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",1,1,"NZD - New Zealand dollar",NA,"55 - 59","1",NA,"Independent Traveller",NA,"Sometimes",2337.4975,442.79598887869105,"5",523.4987887520982
2023,4,"2023-12-31","GEN24_1038246","Q4_2023_1_73","2023-10-06","Auckland","Australia","Australia",NA,"Male","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-10-01",5,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29",NA,NA,"Independent Traveller",NA,NA,3484.66935,660.6522603903278,"5",628.7673328401107
2023,4,"2023-12-31","GEN24_1038253","Q4_2023_1_74","2023-10-06","Auckland","Australia","Australia","New South Wales","Female","No","Conference / convention","Related to your job or business","Auckland airport","2023-09-22",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"30 - 34","1","1","Independent Traveller","Local bus service (within town/city & suburbs)","Sometimes",4207.4955,446.34352298305606,"1",495.6277670859014
2023,4,"2023-12-31","GEN24_1038254","Q4_2023_1_75","2023-10-06","Auckland","South Africa","Africa and Middle East",NA,"Male","No","Visiting friends / relatives","To visit family","Auckland airport","2023-09-20",16,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"70 - 74","1",NA,"Independent Traveller","Bicycle","Most of the time",3075.849182,897.3355682952614,"1",669.4878402567399
2023,4,"2023-12-31","GEN24_1038256","Q4_2023_1_76","2023-10-06","Auckland","Australia","Australia","New South Wales","Female","No","Visiting friends / relatives","To visit family","Auckland airport","2023-09-29",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"60 - 64","1",NA,"Independent Traveller","App-based services such as Uber, Ola, etc","Sometimes",2395.0359,796.5212703488825,"1",412.6495162676579
2023,4,"2023-12-31","GEN24_1038262","Q4_2023_1_77","2023-10-06","Auckland","Japan","Japan",NA,"Female","Yes","Holiday / vacation","To go sightseeing","Auckland airport","2023-09-26",10,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"55 - 59",NA,"1","Independent Traveller","Rental campervan / motor-home","Always",2942.077292,84.53205368068063,"7",157.05568597364052
2023,4,"2023-12-31","GEN24_1038264","Q4_2023_1_78","2023-10-06","Auckland","Japan","Japan",NA,"Male","Yes","Education","Some other educational purpose","Auckland airport","2023-09-29",7,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"25 - 29",NA,"1","Independent Traveller","Car or van owned by you / family / friend(s) / company","Sometimes",2410,57.158078925458575,"7",109.23980120608405
2023,4,"2023-12-31","GEN24_1038266","Q4_2023_1_79","2023-10-06","Auckland","Japan","Japan",NA,"Female","Yes","Holiday / vacation","Just for the holiday","Auckland airport","2023-10-03",3,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit to NZ cost just for yourself",NA,NA,"NZD - New Zealand dollar",NA,"20 - 24","1","1","Independent Traveller","Local bus service (within town/city & suburbs)","Sometimes",1592.719333,274.17446869766474,"7",204.35487411983033
2023,4,"2023-12-31","GEN24_1038276","Q4_2023_2_21","2023-10-06","Wellington","Australia","Australia",NA,"Female","No","Visiting friends / relatives","To visit family","Wellington airport","2023-09-22",14,NA,NA,"No",NA,NA,NA,NA,NA,"What the visit cost for you and another person / people",2,0,"NZD - New Zealand dollar",NA,"60 - 64","1",NA,"Independent Traveller",NA,NA,750,52.5702688767059,"15",412.6495162676579
